#ISODate(yyyymmdd)start	end	| ssn	| Vsw	| Tilt L	| Tilt R	| Bfield	| Polarity	| solarPhase	| RdistUlysses	| LatUlysses	| Neutron Monitor Counts 	| SmoothTilt L 	| R_TerminationShock (nose) 	| R_TerminationShock (tail) 	| R_Helipause (nose) 	| R_Heliopause (tail) 
20200811	20200907	  9.805	 382.63	14.00	 6.30	 4.259	1	0	 99.000	  0.000	287.680	 15.708	  78.05	  84.50	 140.33	 148.97	
20200715	20200811	  9.017	 389.74	15.00	 6.60	 4.167	1	0	 99.000	  0.000	290.402	 14.542	  78.15	  84.70	 140.11	 148.32	
20200618	20200715	  7.558	 342.63	 9.10	 4.00	 4.063	1	0	 99.000	  0.000	284.771	 12.333	  78.31	  84.91	 139.77	 147.54	
20200521	20200618	  5.650	 343.93	14.50	 5.20	 4.004	1	0	 99.000	  0.000	286.501	 11.658	  78.49	  85.14	 139.38	 146.78	
20200424	20200521	  3.964	 333.07	 6.10	 2.10	 3.830	1	0	 99.000	  0.000	287.229	 11.467	  78.70	  85.48	 138.90	 145.98	
20200328	20200424	  3.273	 388.59	 8.80	 3.30	 4.552	1	0	 99.000	  0.000	286.092	 11.533	  79.01	  85.85	 138.35	 144.97	
20200229	20200328	  3.149	 397.21	 7.50	 3.00	 4.257	1	0	 99.000	  0.000	287.802	 11.767	  79.32	  86.25	 137.76	 143.93	
20200202	20200229	  2.620	 396.96	 9.10	 3.00	 4.278	1	0	 99.000	  0.000	286.097	 11.975	  79.66	  86.72	 137.03	 142.84	
20200106	20200202	  2.165	 370.48	10.80	 4.30	 4.033	1	0	 99.000	  0.000	  0.000	 12.767	  80.06	  87.17	 136.29	 141.67	
20191210	20200106	  1.925	 371.22	13.60	 6.90	 4.556	1	0	 99.000	  0.000	281.250	 13.208	  80.49	  87.66	 135.50	 140.43	
20191112	20191210	  1.606	 374.07	14.60	 5.90	 4.261	1	0	 99.000	  0.000	  0.000	 14.442	  80.95	  88.18	 134.55	 139.21	
20191016	20191112	  1.822	 397.70	15.30	 5.30	 4.219	1	0	 99.000	  0.000	  0.000	 15.800	  81.42	  88.68	 133.55	 137.91	
20190919	20191016	  2.431	 407.96	16.80	 5.70	 4.385	1	1	 99.000	  0.000	  0.000	 16.900	  81.88	  89.20	 132.54	 136.63	
20190823	20190919	  3.131	 465.22	17.50	 7.30	 4.400	1	1	 99.000	  0.000	  0.000	 17.750	  82.36	  89.73	 131.44	 135.38	
20190726	20190823	  3.518	 426.61	18.60	 8.70	 4.150	1	1	 99.000	  0.000	  0.000	 18.192	  82.88	  90.22	 130.25	 134.13	
20190629	20190726	  3.572	 391.00	19.80	 6.90	 4.511	1	1	 99.000	  0.000	279.264	 18.825	  83.37	  90.70	 129.10	 132.96	
20190602	20190629	  3.763	 347.78	20.90	 6.50	 4.319	1	1	 99.000	  0.000	280.842	 19.483	  83.85	  91.18	 127.90	 131.81	
20190505	20190602	  4.050	 386.46	25.10	 8.50	 5.104	1	1	 99.000	  0.000	277.875	 19.967	  84.31	  91.58	 126.73	 130.68	
20190408	20190505	  4.427	 381.44	20.70	 8.20	 4.589	1	1	 99.000	  0.000	278.892	 20.683	  84.69	  91.99	 125.61	 129.65	
20190312	20190408	  4.820	 378.00	19.30	 7.70	 4.770	1	1	 99.000	  0.000	280.880	 21.417	  85.09	  92.33	 124.50	 128.66	
20190213	20190312	  5.136	 405.81	16.10	 6.60	 4.526	1	1	 99.000	  0.000	279.968	 21.850	  85.43	  92.65	 123.48	 127.75	
20190116	20190213	  5.577	 424.00	21.20	 7.50	 4.875	1	1	 99.000	  0.000	278.198	 22.125	  85.74	  93.00	 122.45	 126.98	
20181220	20190116	  5.969	 416.30	22.50	 7.60	 4.515	1	1	 99.000	  0.000	279.117	 22.492	  86.06	  93.34	 121.45	 126.31	
20181123	20181220	  6.193	 414.41	21.10	 8.00	 4.619	1	1	 99.000	  0.000	280.557	 21.875	  86.37	  93.68	 120.54	 125.76	
20181026	20181123	  6.558	 402.39	25.40	10.40	 4.554	1	1	 99.000	  0.000	281.516	 21.525	  86.70	  94.02	 119.67	 125.39	
20180929	20181026	  6.819	 421.30	26.30	10.30	 4.304	1	1	 99.000	  0.000	281.579	 21.475	  87.02	  94.34	 118.84	 125.10	
20180902	20180929	  6.884	 437.07	23.80	 8.70	 4.581	1	1	 99.000	  0.000	283.171	 21.800	  87.33	  94.67	 118.12	 124.79	
20180806	20180902	  6.779	 431.30	23.10	 8.80	 4.941	1	1	 99.000	  0.000	281.144	 22.042	  87.62	  95.01	 117.51	 124.55	
20180709	20180806	  6.995	 396.75	25.30	11.60	 4.957	1	1	 99.000	  0.000	282.008	 22.392	  87.93	  95.34	 117.00	 124.40	
20180612	20180709	  7.415	 401.37	17.70	 7.00	 4.626	1	1	 99.000	  0.000	280.145	 22.767	  88.22	  95.65	 116.62	 124.27	
20180516	20180612	  7.669	 405.96	16.50	 6.30	 4.344	1	1	 99.000	  0.000	283.650	 23.075	  88.48	  95.95	 116.32	 124.26	
20180419	20180516	  7.839	 434.56	18.70	 6.20	 4.863	1	1	 99.000	  0.000	278.483	 23.317	  88.76	  96.22	 115.99	 124.37	
20180322	20180419	  8.064	 405.07	20.00	 6.80	 4.357	1	1	 99.000	  0.000	279.004	 23.883	  88.99	  96.53	 115.78	 124.51	
20180223	20180322	  8.835	 408.04	24.10	 9.50	 5.130	1	1	 99.000	  0.000	275.373	 24.333	  89.27	  96.81	 115.61	 124.69	
20180127	20180223	 11.865	 381.22	26.70	10.30	 4.552	1	1	 99.000	  0.000	278.793	 23.925	  89.52	  96.99	 115.56	 124.90	
20171230	20180127	 14.148	 399.50	25.60	10.80	 4.804	1	1	 99.000	  0.000	278.879	 24.725	  89.69	  97.10	 115.59	 125.11	
20171203	20171230	 14.412	 425.15	29.10	14.00	 5.141	1	1	 99.000	  0.000	276.770	 26.017	  89.79	  97.14	 115.68	 125.35	
20171106	20171203	 15.152	 437.81	29.20	15.00	 5.241	1	1	 99.000	  0.000	275.301	 27.058	  89.82	  97.17	 115.80	 125.53	
20171010	20171106	 16.115	 429.56	30.60	16.40	 4.959	1	1	 99.000	  0.000	275.296	 28.008	  89.85	  97.18	 115.99	 125.79	
20170912	20171010	 17.948	 464.32	28.50	17.30	 5.018	1	1	 99.000	  0.000	272.833	 28.408	  89.85	  97.21	 116.21	 126.15	
20170816	20170912	 19.360	 497.96	20.40	 9.70	 5.604	1	1	 99.000	  0.000	275.679	 28.767	  89.84	  97.15	 116.45	 126.57	
20170720	20170816	 20.444	 484.30	27.30	15.10	 5.415	1	1	 99.000	  0.000	278.727	 29.575	  89.75	  97.12	 116.66	 126.99	
20170623	20170720	 22.347	 421.59	32.00	18.50	 5.552	1	1	 99.000	  0.000	282.180	 30.533	  89.68	  97.02	 116.90	 127.43	
20170526	20170623	 23.559	 391.14	31.20	13.90	 5.686	1	1	 99.000	  0.000	283.042	 31.367	  89.59	  96.91	 117.16	 127.85	
20170429	20170526	 24.405	 419.96	31.40	13.00	 5.185	1	1	 99.000	  0.000	278.325	 32.292	  89.46	  96.82	 117.55	 128.20	
20170402	20170429	 25.038	 467.11	28.90	11.70	 5.633	1	1	 99.000	  0.000	276.966	 33.533	  89.36	  96.70	 117.88	 128.57	
20170305	20170402	 23.981	 489.32	31.00	13.10	 4.679	1	1	 99.000	  0.000	277.807	 35.317	  89.23	  96.54	 118.22	 128.90	
20170206	20170305	 24.799	 467.22	35.30	16.40	 4.978	1	1	 99.000	  0.000	279.992	 36.300	  89.06	  96.44	 118.53	 129.15	
20170110	20170206	 27.490	 483.56	40.60	21.30	 5.070	1	1	 99.000	  0.000	278.947	 37.008	  88.92	  96.41	 118.84	 129.38	
20161214	20170110	 29.102	 512.11	39.20	19.60	 5.311	1	1	 99.000	  0.000	279.483	 37.692	  88.85	  96.38	 119.16	 129.61	
20161116	20161214	 29.817	 443.93	41.70	24.10	 5.293	1	1	 99.000	  0.000	279.002	 38.617	  88.78	  96.29	 119.44	 129.85	
20161020	20161116	 30.240	 467.33	43.40	27.00	 5.674	1	1	 99.000	  0.000	277.430	 39.758	  88.66	  96.17	 119.69	 130.03	
20160923	20161020	 32.083	 487.30	41.80	28.70	 6.448	1	1	 99.000	  0.000	277.366	 40.800	  88.49	  95.98	 119.86	 130.17	
20160827	20160923	 33.675	 437.04	39.10	26.10	 5.804	1	1	 99.000	  0.000	275.756	 41.850	  88.33	  95.80	 120.02	 130.24	
20160730	20160827	 34.834	 454.39	40.50	25.30	 5.896	1	1	 99.000	  0.000	277.677	 42.425	  88.18	  95.51	 120.22	 130.31	
20160703	20160730	 38.169	 465.19	39.40	22.00	 6.163	1	1	 99.000	  0.000	275.961	 43.425	  87.94	  95.21	 120.38	 130.33	
20160606	20160703	 41.741	 461.52	42.50	25.60	 5.596	1	1	 99.000	  0.000	276.185	 44.142	  87.69	  94.84	 120.53	 130.25	
20160509	20160606	 44.509	 445.57	42.60	28.10	 5.671	1	1	 99.000	  0.000	278.041	 44.742	  87.42	  94.35	 120.53	 130.19	
20160412	20160509	 47.154	 434.93	43.50	25.80	 6.681	1	1	 99.000	  0.000	269.214	 45.542	  87.00	  93.76	 120.51	 130.10	
20160316	20160412	 48.576	 422.41	47.90	28.90	 6.189	1	1	 99.000	  0.000	273.145	 46.483	  86.50	  93.12	 120.54	 129.99	
20160218	20160316	 50.626	 415.22	47.50	25.70	 6.263	1	1	 99.000	  0.000	270.919	 47.167	  85.94	  92.37	 120.55	 129.91	
20160121	20160218	 53.026	 398.00	51.20	31.70	 7.118	1	1	 99.000	  0.000	271.256	 48.033	  85.28	  91.48	 120.53	 129.78	
20151225	20160121	 55.318	 450.67	50.30	34.20	 6.619	1	1	 99.000	  0.000	266.468	 48.442	  84.49	  90.52	 120.48	 129.61	
20151128	20151225	 58.090	 467.70	50.60	29.30	 7.211	1	1	 99.000	  0.000	265.635	 49.283	  83.63	  89.54	 120.41	 129.37	
20151031	20151128	 59.956	 430.32	51.40	30.80	 6.525	1	1	 99.000	  0.000	267.402	 49.942	  82.74	  88.46	 120.30	 129.02	
20151004	20151031	 63.383	 448.33	50.40	32.10	 6.000	1	1	 99.000	  0.000	264.750	 49.558	  81.76	  87.35	 120.21	 128.61	
20150907	20151004	 67.005	 450.22	48.70	32.90	 6.796	1	1	 99.000	  0.000	262.624	 49.317	  80.73	  86.17	 120.08	 128.16	
20150811	20150907	 67.349	 429.48	49.80	33.70	 7.270	1	1	 99.000	  0.000	262.628	 49.150	  79.62	  85.01	 119.86	 127.63	
20150714	20150811	 67.279	 441.64	47.40	31.90	 6.096	1	1	 99.000	  0.000	264.879	 49.175	  78.52	  83.88	 119.59	 127.05	
20150617	20150714	 69.189	 452.22	52.70	37.20	 6.359	1	1	 99.000	  0.000	260.573	 49.558	  77.45	  82.76	 119.27	 126.56	
20150521	20150617	 72.785	 405.93	51.40	35.90	 5.752	1	1	 99.000	  0.000	259.480	 49.758	  76.40	  81.74	 119.04	 125.97	
20150424	20150521	 76.739	 404.26	43.30	27.90	 6.667	1	1	 99.000	  0.000	258.015	 49.933	  75.45	  80.82	 118.76	 125.40	
20150327	20150424	 79.095	 439.25	44.60	24.00	 6.996	1	1	 99.000	  0.000	255.067	 51.917	  74.60	  79.99	 118.38	 124.80	
20150228	20150327	 81.819	 487.89	49.20	31.90	 7.011	1	1	 99.000	  0.000	250.664	 53.525	  73.83	  79.29	 117.96	 124.18	
20150201	20150228	 86.433	 412.19	50.60	36.10	 6.796	1	1	 99.000	  0.000	254.381	 54.575	  73.20	  78.68	 117.47	 123.52	
20150104	20150201	 90.469	 408.96	55.20	41.50	 7.475	1	1	 99.000	  0.000	250.593	 55.083	  72.68	  78.19	 116.92	 122.78	
20141208	20150104	 93.367	 463.93	53.80	45.10	 7.515	1	1	 99.000	  0.000	248.906	 54.808	  72.28	  77.81	 116.35	 121.99	
20141111	20141208	 94.941	 448.15	52.50	41.80	 7.615	1	1	 99.000	  0.000	248.016	 55.267	  71.98	  77.60	 115.82	 121.36	
20141015	20141111	 96.614	 438.56	72.50	64.90	 6.978	1	1	 99.000	  0.000	247.124	 56.275	  71.85	  77.49	 115.22	 120.74	
20140917	20141015	100.419	 390.79	69.10	65.50	 6.400	1	1	 99.000	  0.000	260.318	 57.400	  71.80	  77.50	 114.56	 120.08	
20140821	20140917	105.192	 386.41	60.00	49.40	 7.007	1	1	 99.000	  0.000	256.853	 58.225	  71.88	  77.63	 113.89	 119.49	
20140725	20140821	109.886	 368.56	58.80	40.20	 6.004	1	1	 99.000	  0.000	264.389	 59.350	  72.05	  77.81	 113.28	 119.01	
20140628	20140725	112.194	 334.07	48.10	24.80	 4.941	1	1	 99.000	  0.000	264.650	 60.233	  72.22	  78.06	 112.65	 118.53	
20140531	20140628	113.110	 382.93	48.80	25.40	 5.443	1	1	 99.000	  0.000	256.877	 61.400	  72.47	  78.35	 111.99	 118.21	
20140504	20140531	114.350	 358.70	56.70	28.90	 5.300	1	1	 99.000	  0.000	259.487	 60.933	  72.73	  78.66	 111.36	 117.94	
20140407	20140504	116.090	 391.33	62.70	48.90	 5.548	1	1	 99.000	  0.000	261.903	 60.775	  73.03	  78.97	 110.80	 117.73	
20140310	20140407	116.698	 383.86	60.50	54.40	 5.361	1	1	 99.000	  0.000	257.015	 61.642	  73.32	  79.28	 110.32	 117.60	
20140211	20140310	113.798	 415.11	68.70	70.50	 5.904	1	1	 99.000	  0.000	259.304	 62.433	  73.60	  79.61	 109.93	 117.59	
20140115	20140211	111.305	 381.19	64.40	66.30	 5.519	1	1	 99.000	  0.000	260.958	 64.117	  73.88	  79.91	 109.69	 117.73	
20131219	20140115	110.071	 402.41	66.50	63.10	 5.156	1	1	 99.000	  0.000	259.460	 66.133	  74.12	  80.21	 109.46	 118.13	
20131121	20131219	108.371	 370.39	66.90	59.90	 5.207	1	1	 99.000	  0.000	257.655	 67.383	  74.37	  80.45	 109.31	 118.53	
20131025	20131121	106.960	 376.85	67.20	57.60	 5.104	1	1	 99.000	  0.000	262.366	 67.900	  74.57	  80.70	 109.25	 119.01	
20130928	20131025	105.875	 375.48	70.40	60.80	 4.841	1	1	 99.000	  0.000	263.643	 68.700	  74.77	  80.92	 109.40	 119.73	
20130831	20130928	102.912	 407.71	68.30	59.60	 4.411	1	1	 99.000	  0.000	264.583	 69.108	  74.95	  81.09	 109.61	 120.50	
20130804	20130831	 98.989	 450.15	68.30	67.60	 5.141	1	1	 99.000	  0.000	259.704	 69.142	  75.09	  81.27	 109.87	 121.20	
20130708	20130804	 94.892	 400.07	73.00	67.70	 5.719	1	1	 99.000	  0.000	259.861	 69.558	  75.23	  81.39	 110.23	 121.83	
20130611	20130708	 92.027	 407.33	71.70	61.90	 5.830	1	1	 99.000	  0.000	257.906	 70.075	  75.35	  81.48	 110.64	 122.43	
20130514	20130611	 88.414	 481.89	68.90	67.90	 5.882	1	1	 99.000	  0.000	251.784	 69.633	  75.46	  81.56	 111.16	 123.03	
20130417	20130514	 84.666	 395.00	70.10	68.70	 5.115	1	1	 99.000	  0.000	260.443	 69.725	  75.54	  81.66	 111.65	 123.71	
20130321	20130417	 85.188	 394.85	73.60	69.20	 5.174	1	1	 99.000	  0.000	259.210	 70.150	  75.65	  81.74	 112.14	 124.42	
20130222	20130321	 85.458	 392.67	64.80	73.20	 5.193	1	1	 99.000	  0.000	254.383	 70.425	  75.73	  81.78	 112.67	 125.24	
20130125	20130222	 85.226	 375.36	71.50	70.30	 5.211	-1	0	 99.000	  0.000	267.084	 70.433	  75.79	  81.84	 113.10	 126.11	
20121229	20130125	 85.739	 359.56	73.10	64.20	 4.756	-1	0	 99.000	  0.000	267.877	 70.617	  75.83	  81.86	 113.68	 126.89	
20121202	20121229	 85.784	 345.59	61.90	68.70	 4.859	-1	0	 99.000	  0.000	266.802	 71.092	  75.85	  81.88	 114.31	 127.62	
20121104	20121202	 85.498	 374.93	71.50	67.50	 5.539	-1	0	 99.000	  0.000	263.440	 71.442	  75.86	  81.89	 115.02	 128.46	
20121008	20121104	 85.802	 390.19	73.40	70.40	 5.515	-1	0	 99.000	  0.000	266.272	 70.975	  75.87	  81.87	 115.66	 129.18	
20120911	20121008	 86.383	 367.22	71.60	66.10	 5.256	-1	0	 99.000	  0.000	264.587	 70.408	  75.84	  81.82	 116.47	 129.93	
20120815	20120911	 87.690	 428.89	73.10	64.80	 5.585	-1	0	 99.000	  0.000	264.149	 69.483	  75.79	  81.70	 117.26	 130.84	
20120718	20120815	 86.591	 402.32	73.90	66.40	 5.554	-1	0	 99.000	  0.000	259.562	 69.225	  75.72	  81.64	 118.08	 131.97	
20120621	20120718	 85.373	 459.19	74.60	68.30	 6.867	-1	0	 99.000	  0.000	255.986	 69.658	  75.60	  81.54	 118.91	 133.14	
20120525	20120621	 86.870	 433.44	74.30	60.30	 6.233	-1	0	 99.000	  0.000	267.787	 69.433	  75.46	  81.44	 119.74	 134.32	
20120428	20120525	 89.416	 408.26	68.00	55.90	 5.500	-1	0	 99.000	  0.000	269.320	 68.892	  75.31	  81.32	 120.72	 135.50	
20120331	20120428	 94.214	 398.18	58.00	54.90	 5.836	-1	0	 99.000	  0.000	265.907	 68.725	  75.13	  81.15	 121.72	 136.68	
20120304	20120331	 98.064	 473.15	60.40	58.20	 6.059	-1	0	 99.000	  0.000	266.023	 68.558	  74.92	  80.97	 122.75	 137.75	
20120206	20120304	100.043	 416.85	70.00	63.50	 5.870	-1	0	 99.000	  0.000	265.635	 67.958	  74.70	  80.74	 123.86	 138.78	
20120109	20120206	 99.530	 422.04	67.10	60.70	 5.621	-1	0	 99.000	  0.000	269.562	 67.333	  74.48	  80.46	 124.89	 139.81	
20111213	20120109	 96.478	 357.52	68.80	60.90	 4.893	-1	0	 99.000	  0.000	274.182	 66.517	  74.21	  80.15	 125.91	 140.85	
20111116	20111213	 92.387	 384.00	66.90	55.80	 5.059	-1	0	 99.000	  0.000	274.307	 66.142	  73.93	  79.79	 126.85	 141.74	
20111020	20111116	 89.414	 363.30	69.60	49.00	 5.741	-1	0	 99.000	  0.000	270.473	 66.617	  73.60	  79.40	 127.82	 142.65	
20110922	20111020	 88.052	 410.04	71.10	57.20	 5.725	-1	0	 99.000	  0.000	271.815	 67.408	  73.25	  78.99	 128.69	 143.49	
20110826	20110922	 88.193	 426.30	66.70	47.00	 5.096	-1	0	 99.000	  0.000	274.320	 67.008	  72.90	  78.62	 129.58	 144.26	
20110730	20110826	 88.628	 455.11	67.10	47.80	 5.007	-1	0	 99.000	  0.000	274.113	 66.092	  72.49	  78.21	 130.44	 144.88	
20110703	20110730	 85.615	 464.81	64.50	42.30	 5.281	-1	0	 99.000	  0.000	272.754	 64.825	  72.15	  77.79	 131.29	 145.48	
20110605	20110703	 78.704	 451.89	63.50	45.20	 5.575	-1	0	 99.000	  0.000	272.504	 63.267	  71.78	  77.32	 132.10	 146.07	
20110509	20110605	 69.687	 435.44	63.70	56.30	 5.356	-1	0	 99.000	  0.000	273.648	 61.533	  71.35	  76.77	 132.82	 146.62	
20110412	20110509	 61.436	 441.78	69.90	64.10	 4.863	-1	0	 99.000	  0.000	276.230	 58.975	  70.91	  76.28	 133.53	 147.15	
20110315	20110412	 54.558	 416.11	65.20	62.40	 5.986	-1	0	 99.000	  0.000	268.111	 57.042	  70.49	  75.81	 134.21	 147.71	
20110216	20110315	 49.942	 435.26	56.10	54.90	 5.656	-1	0	 99.000	  0.000	272.785	 55.583	  70.08	  75.40	 134.88	 148.22	
20110120	20110216	 47.340	 381.93	53.60	54.30	 4.541	-1	0	 99.000	  0.000	281.366	 53.642	  69.72	  75.07	 135.56	 148.72	
20101224	20110120	 45.357	 427.93	48.20	36.40	 4.659	-1	0	 99.000	  0.000	279.909	 52.150	  69.42	  74.77	 136.19	 149.22	
20101126	20101224	 42.635	 381.75	48.80	17.80	 4.246	-1	0	 99.000	  0.000	276.430	 49.167	  69.12	  74.51	 136.82	 149.81	
20101030	20101126	 38.213	 402.96	40.40	21.40	 4.937	-1	0	 99.000	  0.000	279.955	 46.442	  68.87	  74.28	 137.41	 150.40	
20101003	20101030	 33.557	 402.37	43.50	23.60	 4.737	-1	0	 99.000	  0.000	280.975	 44.033	  68.65	  74.13	 137.98	 150.98	
20100905	20101003	 28.830	 403.25	49.60	33.00	 4.536	-1	0	 99.000	  0.000	283.131	 42.817	  68.48	  74.02	 138.53	 151.52	
20100809	20100905	 25.835	 421.63	41.20	25.70	 4.104	-1	0	 99.000	  0.000	285.054	 41.858	  68.41	  73.99	 139.08	 152.01	
20100713	20100809	 25.285	 432.19	45.60	32.60	 4.630	-1	0	 99.000	  0.000	284.195	 41.492	  68.38	  74.10	 139.60	 152.42	
20100616	20100713	 25.147	 437.74	27.90	23.40	 4.230	-1	0	 99.000	  0.000	287.130	 41.342	  68.48	  74.28	 140.14	 152.74	
20100519	20100616	 24.272	 413.36	37.20	26.20	 5.046	-1	0	 99.000	  0.000	285.143	 40.767	  68.66	  74.56	 140.62	 152.99	
20100422	20100519	 22.445	 421.30	36.30	21.60	 4.441	-1	0	 99.000	  0.000	285.971	 39.067	  68.89	  74.91	 141.08	 153.15	
20100326	20100422	 20.247	 439.63	41.50	23.80	 5.311	-1	0	 99.000	  0.000	283.493	 35.775	  69.22	  75.31	 141.45	 153.26	
20100227	20100326	 18.250	 382.56	42.10	24.00	 4.670	-1	0	 99.000	  0.000	284.879	 33.342	  69.61	  75.72	 141.74	 153.34	
20100130	20100227	 16.060	 371.82	43.80	22.10	 5.829	-1	0	 99.000	  0.000	287.461	 30.608	  70.00	  76.17	 141.94	 153.35	
20100103	20100130	 14.146	 357.93	47.00	25.10	 4.267	-1	0	 99.000	  0.000	288.419	 29.992	  70.43	  76.67	 142.08	 153.33	
20091207	20100103	 12.877	 323.48	33.50	17.30	 3.996	-1	0	 99.000	  0.000	288.997	 28.667	  70.94	  77.23	 142.17	 153.21	
20091109	20091207	 12.167	 343.39	23.10	 9.80	 3.714	-1	0	 99.000	  0.000	291.937	 27.408	  71.48	  77.92	 142.22	 153.01	
20091013	20091109	 11.497	 339.19	10.10	 4.50	 4.030	-1	0	 99.000	  0.000	290.898	 25.317	  72.14	  78.60	 142.22	 152.82	
20090916	20091013	 10.076	 344.67	12.00	 5.20	 3.774	-1	0	 99.000	  0.000	291.736	 23.492	  72.78	  79.31	 142.16	 152.61	
20090820	20090916	  8.040	 381.30	12.80	 5.80	 3.830	-1	0	 99.000	  0.000	292.120	 21.767	  73.46	  80.00	 142.02	 152.45	
20090723	20090820	  6.108	 384.46	20.50	 9.30	 3.925	-1	0	 99.000	  0.000	292.272	 19.858	  74.12	  80.60	 141.82	 152.40	
20090626	20090723	  4.522	 381.78	21.30	 7.80	 4.156	-1	0	 99.000	  0.000	291.503	 18.875	  74.73	  81.25	 141.56	 152.45	
20090530	20090626	  3.475	 320.52	21.20	 6.60	 3.822	-1	0	  4.696	  1.226	288.805	 18.792	  75.35	  81.92	 141.29	 152.61	
20090503	20090530	  2.938	 360.26	16.40	 4.80	 3.611	-1	0	  4.611	  1.195	290.269	 20.250	  76.02	  82.56	 141.05	 152.86	
20090405	20090503	  2.601	 393.25	20.20	 7.70	 3.732	-1	0	  4.519	  1.162	291.701	 21.283	  76.60	  83.15	 140.83	 153.15	
20090309	20090405	  2.748	 392.37	23.10	 9.70	 3.948	-1	0	  4.421	  1.127	292.412	 22.392	  77.15	  83.76	 140.69	 153.49	
20090210	20090309	  2.918	 396.33	24.10	10.40	 3.837	-1	0	  4.320	  1.092	291.144	 23.342	  77.70	  84.32	 140.65	 153.91	
20090113	20090210	  2.711	 356.46	21.70	 9.60	 4.257	-1	0	  4.211	  1.054	289.281	 24.067	  78.22	  84.87	 140.70	 154.38	
20081217	20090113	  2.221	 378.37	22.10	 8.10	 4.126	-1	0	  4.096	  1.014	288.920	 24.800	  78.70	  85.39	 140.81	 154.98	
